"","V2","FINAL_URL","Error_check","PRICE","Surface","Rooms","Bedrooms","FLOOR","BUILDTING_YEAR","LOCATION","ELECTRICITY_HEATING","GAS_HEATING"
"586","fd-36094440","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36094440.html","clean","470","18  ",NA,NA," 1","1940","31500","16","13"
"587","fd-39296679","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39296679.html","clean","473","28  ",NA,NA,NA,"1989","31500","30","10"
"588","fd-39518977","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39518977.html","clean","490","27  ","2","1"," 1",NA,"31500",NA,NA
"589","fd-38849029","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38849029.html","clean","450","20  ",NA,NA," 1","1930","31400","12","10"
"590","fd-38054100","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38054100.html","clean","420","21  ",NA,NA," 1","1900","31300",NA,NA
"591","fd-39704321","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39704321.html","clean","463","18  ",NA,"1",NA,NA,"31300","91","46"
"592","fd-28290717","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-28290717.html","clean","442","23  ",NA,NA,NA,NA,"31400","20",NA
"593","fd-39177192","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39177192.html","clean","450","20  ",NA,NA," 1",NA,"31500","51","13"
"594","fd-39696207","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39696207.html","clean","473","27  ",NA,NA,NA,NA,"31400","96","6"
"595","fd-39403427","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39403427.html","clean","450","25  ",NA,NA," 3",NA,"31000",NA,NA
"596","fd-39694329","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39694329.html","clean","430","16  ",NA,NA," 2","1900","31000",NA,NA
"597","fd-39694326","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39694326.html","clean","495","20  ",NA,NA,NA,"1949","31400","83","19"
"598","fd-39470853","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39470853.html","clean","380","75  ","4","3"," 1","1970","31100","78","61"
"599","fd-39477764","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39477764.html","clean","462","24  ",NA,NA,NA,"1900","31000","30","20"
"600","fd-39636789","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39636789.html","clean","413","16  ",NA,"1"," 2",NA,"31300","32","30"
"601","fd-38739312","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38739312.html","clean","435","11  ",NA,NA,NA,NA,"31000","22","22"
"602","fd-24985230","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-24985230.html","clean","390","13  ",NA,NA,NA,NA,"31500","28","24"
"603","fd-36763947","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36763947.html","clean","475","18  ",NA,NA," 1",NA,"31400","08","20"
"604","fd-38737450","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38737450.html","clean","480","23  ",NA,NA," 2","1970","31000","75","11"
"605","fd-38819690","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38819690.html","clean","442","18  ",NA,NA,NA,"1988","31400","76","10"
"606","fd-39719454","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39719454.html","clean","489","22  ",NA,NA," 2","1983","31200","23","15"
"607","fd-39721295","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721295.html","clean","448","27  ",NA,NA," 2","1971","31400","28","53"
"608","fd-39714853","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39714853.html","clean","500","18  ",NA,NA,NA,"1985","31500",NA,NA
"609","fd-37987182","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37987182.html","clean","437","19  ",NA,NA,NA,"2000","31100","98","11"
"610","fd-39715289","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39715289.html","clean","470","19  ",NA,NA,NA,NA,"31300","65","13"
"611","fd-36094440","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36094440.html","clean","470","18  ",NA,NA," 1","1940","31500","16","13"
"612","fd-39296679","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39296679.html","clean","473","28  ",NA,NA,NA,"1989","31500","30","10"
"613","fd-39518977","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39518977.html","clean","490","27  ","2","1"," 1",NA,"31500",NA,NA
"614","fd-38849029","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38849029.html","clean","450","20  ",NA,NA," 1","1930","31400","12","10"
"615","fd-38054100","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38054100.html","clean","420","21  ",NA,NA," 1","1900","31300",NA,NA
"616","fd-39704321","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39704321.html","clean","463","18  ",NA,"1",NA,NA,"31300","91","46"
"617","fd-28290717","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-28290717.html","clean","442","23  ",NA,NA,NA,NA,"31400","20",NA
"618","fd-39177192","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39177192.html","clean","450","20  ",NA,NA," 1",NA,"31500","51","13"
"619","fd-39696207","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39696207.html","clean","473","27  ",NA,NA,NA,NA,"31400","96","6"
"620","fd-39403427","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39403427.html","clean","450","25  ",NA,NA," 3",NA,"31000",NA,NA
"621","fd-39694329","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39694329.html","clean","430","16  ",NA,NA," 2","1900","31000",NA,NA
"622","fd-39694326","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39694326.html","clean","495","20  ",NA,NA,NA,"1949","31400","83","19"
"623","fd-39470853","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39470853.html","clean","380","75  ","4","3"," 1","1970","31100","78","61"
"624","fd-39477764","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39477764.html","clean","462","24  ",NA,NA,NA,"1900","31000","30","20"
"625","fd-39636789","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39636789.html","clean","413","16  ",NA,"1"," 2",NA,"31300","32","30"
"626","fd-38739312","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38739312.html","clean","435","11  ",NA,NA,NA,NA,"31000","22","22"
"627","fd-38844268","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38844268.html","clean","690","55  ","2","1"," 2","1995","31200","68","8"
"628","fd-39102450","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39102450.html","clean","569","23  ",NA,NA," 3","1900","31000","99","6"
"629","fd-39390663","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39390663.html","clean","836","55  ","3","2"," 2","2003","31200","82","7"
"630","fd-39449301","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39449301.html","clean","950","39  ","2","1"," 1","1948","31000",NA,"5"
"631","fd-39642658","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642658.html","clean","686","58  ","2","1",NA,"1970","31400","68","39"
"632","fd-38737451","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38737451.html","clean","912","36  ","2","1",NA,"1900","31000","28","8"
"633","fd-39642696","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642696.html","clean","530","34  ",NA,NA," 5","1980","31000","26","16"
"634","fd-38871718","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38871718.html","clean","510","23  ",NA,NA," 1","1993","31400","76","13"
"635","fd-39587564","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39587564.html","clean","585","35  ",NA,"1"," 6","1988","31400",NA,NA
"636","fd-39178939","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39178939.html","clean","650","21  ",NA,"1"," 2",NA,"31000",NA,"5"
"637","fd-39306263","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39306263.html","clean","950","55  ","2","1"," 1","1985","31000",NA,"5"
"638","fd-39560486","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39560486.html","clean","944","55  ","3","2"," 2","1965","31000","47","23"
"639","fd-39560484","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39560484.html","clean","705","43  ","2","1"," 5","2001","31000","94","22"
"640","fd-36080106","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36080106.html","clean","749","42  ","2","1"," 3","1999","31200","37","5"
"641","fd-39740984","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39740984.html","clean","761","77  ","3","2"," 1","1970","31500","46","27"
"642","fd-38248678","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38248678.html","clean","660","39  ","2","1"," 1","2015","31500","62","08"
"643","fd-39733241","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39733241.html","clean","890","59  ","3","2"," 2","2010","31200","67","6"
"644","fd-38238873","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38238873.html","clean","920","69  ","3","2",NA,NA,"31000","31","7"
"645","fd-39638396","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39638396.html","clean","650","47  ","2",NA," 3",NA,"31300","71","26"
"646","fd-39685448","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39685448.html","clean","550","36  ","2","1",NA,NA,"31300","06","8"
"647","fd-38840466","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38840466.html","clean","860","46  ","2","1",NA,NA,"31000",NA,NA
"648","fd-39724271","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39724271.html","clean","680","22  ",NA,"1"," 1","1900","31000",NA,NA
"649","fd-39724277","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39724277.html","clean","950","45  ","2","1"," 1","1900","31000",NA,NA
"650","fd-39724274","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39724274.html","clean","650","27  ",NA,"1"," 1","1900","31000",NA,NA
"651","fd-39719453","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39719453.html","clean","564","32  ",NA,NA," 4","1989","31200","28","8"
"652","fd-39721303","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721303.html","clean","862","44  ","2","1"," 3",NA,"31000","72","6"
"653","fd-39266658","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39266658.html","clean","560","31  ",NA,NA," 1",NA,"31300",NA,NA
"654","fd-38648280","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38648280.html","clean","615","29  ",NA,NA,NA,"1980","31000","37","32"
"655","fd-39715193","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39715193.html","clean","543","26  ","2",NA,NA,NA,"31400","80","15"
"656","fd-39714853","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39714853.html","clean","500","18  ",NA,NA,NA,"1985","31500",NA,NA
"657","fd-39714395","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39714395.html","clean","800","50  ","2","1"," 2",NA,"31500",NA,NA
"658","fd-38759696","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38759696.html","clean","790",NA,NA,NA,NA,NA,NA,NA,NA
"659","fd-39449464","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39449464.html","clean","623","42  ","2","1"," 4","2000",NA,"67","6"
"660","fd-39438588","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39438588.html","clean","600","39  ","2","1",NA,"2020",NA,"59","14"
"661","fd-37599806","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37599806.html","clean","892","49  ","3","2"," 4","1950",NA,"02","29"
"662","fd-38669560","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38669560.html","clean","680","46  ","2","2"," 6",NA,"31300","76","50"
"663","fd-34031803","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-34031803.html","clean","700","73  ","3","2"," 4",NA,"31200","51","40"
"664","fd-39704211","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39704211.html","clean","690","30  ","2","1",NA,"1940","31300",NA,NA
"667","fd-39714223","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39714223.html","clean","650","44  ","2","1",NA,"1990","31300","69","7"
"668","fd-39211621","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39211621.html","clean","590","22  ",NA,NA," 3","1997","31000",NA,NA
"669","fd-39696462","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39696462.html","clean","908","51  ","2","1"," 2",NA,"31000","06","6"
"670","fd-39709556","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39709556.html","clean","710",NA,NA,NA,NA,NA,NA,NA,NA
"671","fd-39518487","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39518487.html","clean","750","56  ","2","1"," 3","1986",NA,"81","9"
"672","fd-39708121","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39708121.html","clean","790","42  ","2","1",NA,NA,NA,"78","5"
"673","fd-39708122","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39708122.html","clean","730","25  ",NA,"1",NA,NA,NA,NA,NA
"674","fd-39690911","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39690911.html","clean","530","26  ",NA,NA," 2","1900","31000",NA,NA
"675","fd-39151715","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39151715.html","clean","680","29  ","2","1",NA,"1800","31000",NA,NA
"676","fd-37770684","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37770684.html","clean","720","49  ","3","2"," 1",NA,"31100","51","6"
"677","fd-39706510","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39706510.html","clean","530","18  ",NA,NA,NA,NA,"31400","50","35"
"678","fd-39543518","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39543518.html","clean","682","44  ","2",NA,NA,NA,"31000",NA,NA
"679","fd-38736446","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38736446.html","clean","720","39  ","2","1",NA,NA,"31000",NA,NA
"680","fd-39664843","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39664843.html","clean","600","31  ",NA,NA,NA,NA,"31500",NA,NA
"681","fd-39694283","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39694283.html","clean","520","20  ",NA,NA,NA,"1900","31300","01","11"
"682","fd-39703840","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39703840.html","clean","630","39  ","2","1",NA,NA,"31000","24","10"
"683","fd-37303353","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37303353.html","clean","796","37  ","2",NA," 2",NA,"31000",NA,NA
"684","fd-39693080","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39693080.html","clean","980","52  ","2","1"," 2","1900","31000",NA,NA
"685","fd-39408522","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39408522.html","clean","900","58  ","3","2",NA,NA,"31000",NA,NA
"686","fd-39166300","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39166300.html","clean","834","34  ",NA,NA,NA,NA,"31000",NA,NA
"687","fd-39703071","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39703071.html","clean","680","42  ","2","1"," 1",NA,"31300","61","6"
"688","fd-39623081","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39623081.html","clean","553","19  ",NA,NA," 2",NA,"31000",NA,NA
"689","fd-36738181","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36738181.html","clean","700","21  ",NA,NA," 4",NA,"31000",NA,NA
"690","fd-37298379","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37298379.html","clean","595","36  ",NA,"1"," 2","2000","31200","59","91"
"691","fd-38546183","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38546183.html","clean","680","25  ",NA,"1",NA,NA,"31300",NA,NA
"694","fd-37589210","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37589210.html","clean","800","24  ","2","1"," 3",NA,"31000",NA,NA
"697","fd-39695633","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39695633.html","clean","690","24  ","2",NA,NA,NA,"31000","30","10"
"698","fd-39322354","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39322354.html","clean","795","47  ","2","1",NA,"1900","31200",NA,NA
"701","fd-39168877","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39168877.html","clean","575","40  ",NA,NA,NA,NA,"31000","52","95"
"702","fd-39694330","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39694330.html","clean","840","95  ","4","3"," 3","1970","31400",NA,NA
"703","fd-39694107","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39694107.html","clean","750","40  ","2","1",NA,NA,"31000",NA,NA
"704","fd-39477759","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39477759.html","clean","900","37  ","2","1"," 1","1900","31000",NA,NA
"705","fd-35914589","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35914589.html","clean","655","43  ","2","1"," 3","1700","31000","50","6"
"706","fd-39487846","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39487846.html","clean","548","30  ","2","1"," 1",NA,"31500","94","15"
"707","fd-39017850","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39017850.html","clean","907","63  ","3","2"," 4",NA,"31200",NA,NA
"708","fd-37177334","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37177334.html","clean","900","60  ","3","2"," 2",NA,"31000",NA,NA
"709","fd-39237134","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39237134.html","clean","615","24  ","2",NA,NA,NA,"31000",NA,NA
"710","fd-39189540","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39189540.html","clean","740","41  ","2",NA,NA,NA,"31000","30","20"
"711","fd-39236997","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39236997.html","clean","583","22  ",NA,NA,NA,NA,"31400","30","35"
"712","fd-39683720","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683720.html","clean","830","39  ",NA,NA,NA,NA,"31000","50","35"
"713","fd-39236998","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39236998.html","clean","574","45  ","2",NA,NA,NA,"31500","30","10"
"714","fd-39289846","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39289846.html","clean","750","27  ","2",NA,NA,NA,"31000",NA,NA
"715","fd-39683707","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683707.html","clean","500","17  ",NA,NA,NA,NA,"31000","30","20"
"716","fd-39414968","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39414968.html","clean","540","80  ","4",NA,NA,NA,"31500",NA,NA
"717","fd-39256404","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39256404.html","clean","700","41  ","2",NA,NA,NA,"31500","50","10"
"718","fd-39683828","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683828.html","clean","553","2 753  ","2",NA,NA,NA,"31000",NA,NA
"719","fd-39188758","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39188758.html","clean","650","27  ",NA,NA,NA,NA,"31400",NA,NA
"720","fd-39683721","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683721.html","clean","720","22  ",NA,NA,NA,NA,"31000","50","35"
"721","fd-39656572","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39656572.html","clean","525","20  ",NA,NA,NA,NA,"31000","30","20"
"722","fd-39236299","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39236299.html","clean","530","29  ","2",NA,NA,NA,"31000","50","35"
"723","fd-39190117","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39190117.html","clean","750","43  ","2",NA,NA,NA,"31000",NA,NA
"724","fd-38375748","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38375748.html","clean","800","60  ","3",NA,NA,NA,"31100","30","10"
"725","fd-39646043","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39646043.html","clean","815","58  ","3",NA,NA,NA,"31100","30","20"
"726","fd-39121326","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39121326.html","clean","620","24  ","2",NA,NA,NA,"31400",NA,NA
"727","fd-39619011","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39619011.html","clean","738","58  ","2",NA,NA,NA,"31500","30","10"
"728","fd-39121326","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39121326.html","clean","620","24  ","2",NA,NA,NA,"31400",NA,NA
"729","fd-38287429","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38287429.html","clean","700","21  ",NA,NA,NA,NA,"31000","90","10"
"730","fd-39683606","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683606.html","clean","700","36  ","2",NA,NA,NA,"31000",NA,NA
"731","fd-39115363","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39115363.html","clean","605","17  ",NA,NA,NA,NA,"31400","90","20"
"732","fd-39646041","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39646041.html","clean","620","34  ","2",NA,NA,NA,"31300","30","20"
"733","fd-39542640","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39542640.html","clean","852","56  ","3",NA,NA,NA,"31300","50","55"
"734","fd-38317058","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38317058.html","clean","765","53  ","3",NA,NA,NA,"31000","30","20"
"735","fd-39117121","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39117121.html","clean","590","33  ","2",NA,NA,NA,"31300","30","20"
"736","fd-39618978","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39618978.html","clean","600","43  ","2",NA,NA,NA,"31300","30","20"
"737","fd-38890956","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38890956.html","clean","552","25  ","2","1"," 1","1900","31000",NA,NA
"738","fd-39385699","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39385699.html","clean","767","40  ","2","1"," 2","1900","31000",NA,NA
"739","fd-30075330","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-30075330.html","clean","900","30  ","2","1"," 2","1900","31000",NA,NA
"742","fd-39563680","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39563680.html","clean","522","20  ",NA,NA,NA,NA,"31100",NA,NA
"743","fd-39539303","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39539303.html","clean","662","60  ","3","2"," 3","2014","31200","33","7"
"744","fd-39542938","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39542938.html","clean","900","66  ","3",NA,NA,NA,"31400","50","10"
"745","fd-39654931","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39654931.html","clean","650","49  ","2",NA,NA,NA,"31200","50","10"
"746","fd-39157551","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39157551.html","clean","690","47  ","2",NA,NA,NA,"31000","30","20"
"747","fd-39111705","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39111705.html","clean","725","41  ","2",NA,NA,NA,"31300","50","35"
"748","fd-38437262","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38437262.html","clean","810","51  ","2",NA,NA,NA,"31300","30","20"
"749","fd-39655622","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39655622.html","clean","615","32  ","2",NA,NA,NA,"31500","30","55"
"750","fd-38138371","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38138371.html","clean","750","62  ","3",NA,NA,NA,"31300","30","10"
"751","fd-39114325","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39114325.html","clean","515","15  ",NA,NA,NA,NA,"31400",NA,NA
"752","fd-39539302","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39539302.html","clean","520","26  ",NA,NA," 5","2018","31000","87","12"
"753","fd-39155458","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39155458.html","clean","550","28  ",NA,NA,NA,NA,"31500","30","20"
"756","fd-39176317","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39176317.html","clean","780","33  ","2",NA,NA,NA,"31000","30","35"
"757","fd-39642997","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642997.html","clean","569","28  ","2","1"," 3",NA,"31000","28","14"
"758","fd-39299314","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39299314.html","clean","530","30  ",NA,NA," 6",NA,"31000",NA,NA
"759","fd-39678901","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39678901.html","clean","779","63  ","2","1"," 2","1990","31200","58","7"
