"","V2","FINAL_URL","Error_check","PRICE","Surface","Rooms","Bedrooms","FLOOR","BUILDTING_YEAR","LOCATION","ELECTRICITY_HEATING","GAS_HEATING"
"2","fd-39536359","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39536359.html","clean","498","36  ","2","1",NA,"2009","31400","78","7"
"3","fd-39513958","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39513958.html","clean","431","21  ",NA,NA," 1","1996","31000","70","10"
"4","fd-39731606","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39731606.html","clean","403","18  ",NA,NA," 2","1991","31400","74","14"
"5","fd-38994659","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38994659.html","clean","457","29  ","2","1"," 2","1900","31400",NA,"5"
"6","fd-39305621","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39305621.html","clean","447","30  ",NA,NA,NA,"1989","31400","26","9"
"7","fd-39101982","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39101982.html","clean","410","27  ",NA,NA,NA,"1930","31500",NA,"5"
"8","fd-38994661","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38994661.html","clean","474","34  ","2","1"," 2","1900","31500","67","01"
"9","fd-39704582","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39704582.html","clean","450","30  ","2","1"," 1","1930","31500","46","66"
"10","fd-39306066","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39306066.html","clean","474","24  ",NA,NA," 3","1900","31000","69","51"
"11","fd-39661238","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39661238.html","clean","421","19  ",NA,NA," 2","1900","31000",NA,"5"
"12","fd-39180411","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39180411.html","clean","459","22  ",NA,NA," 1","1985","31400","46","9"
"13","fd-39329381","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39329381.html","clean","458","22  ",NA,"1"," 2","1979","31400","66","21"
"14","fd-39560140","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39560140.html","clean","496","24  ",NA,"1"," 2","1989","31400","86","13"
"15","fd-39135898","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39135898.html","clean","460","16  ",NA,NA," 2","1945","31000",NA,"5"
"16","fd-39157258","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39157258.html","clean","496","31  ",NA,NA," 2","1986","31400","01","45"
"17","fd-39642660","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642660.html","clean","377","20  ",NA,NA," 1","1988","31400","03","12"
"18","fd-39642659","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642659.html","clean","478","31  ",NA,NA,NA,"1989","31400","77","8"
"19","fd-37331646","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37331646.html","clean","475","35  ","2","1",NA,"2001","31500","85","13"
"20","fd-38247519","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38247519.html","clean","462","30  ",NA,NA,NA,"1991","31000","21","98"
"21","fd-38709797","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38709797.html","clean","470","20  ",NA,NA," 2",NA,"31000",NA,"5"
"22","fd-39438718","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39438718.html","clean","401","19  ",NA,NA,NA,"1975","31000","03","57"
"23","fd-38994662","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38994662.html","clean","448","15  ",NA,NA," 2","1930","31500",NA,"5"
"24","fd-39688830","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39688830.html","clean","430","19  ",NA,NA," 5","1990","31000","02","13"
"25","fd-39688716","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39688716.html","clean","483","29  ",NA,NA," 2","2014","31400","99","93"
"26","fd-39733288","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39733288.html","clean","465","24  ",NA,NA," 2",NA,"31500","84","28"
"29","fd-39640756","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39640756.html","clean","498","41  ","2","1",NA,"2008","31200","24","11"
"30","fd-39006705","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39006705.html","clean","375","22  ",NA,NA,NA,NA,"31400",NA,NA
"31","fd-39638393","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39638393.html","clean","418","22  ",NA,NA," 4","1989","31300","65","11"
"32","fd-39721965","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721965.html","clean","453","35  ",NA,NA," 2","1901","31200","41",NA
"33","fd-39722080","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39722080.html","clean","487","32  ",NA,NA," 1","2009","31400","47","5"
"34","fd-39722079","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39722079.html","clean","353","19  ",NA,NA," 5","2011","31400","34","8"
"35","fd-39483568","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39483568.html","clean","448","31  ",NA,NA," 1",NA,"31000","77","12"
"36","fd-39697553","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39697553.html","clean","335","22  ",NA,NA," 1","2015","31200","54","83"
"37","fd-38987918","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38987918.html","clean","495","43  ","2","1",NA,"2006","31400","75","12"
"42","fd-39554142","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39554142.html","clean","480","32  ","2","1",NA,NA,"31200","94","6"
"43","fd-39718688","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39718688.html","clean","499","26  ",NA,NA,NA,NA,"31200","28","30"
"44","fd-39718685","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39718685.html","clean","464","29  ",NA,NA," 1",NA,"31000","58","60"
"45","fd-39717556","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39717556.html","clean","491","36  ","2","1"," 2",NA,"31200","86","76"
"46","fd-39716649","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39716649.html","clean","445","23  ",NA,NA," 1",NA,"31400","30","50"
"47","fd-39019146","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39019146.html","clean","423","17  ",NA,NA,NA,"1990","31300","02","16"
"48","fd-39714573","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39714573.html","clean","485","31  ",NA,NA,NA,NA,"31400","27","9"
"49","fd-39626559","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39626559.html","clean","421","15  ",NA,NA," 2",NA,"31000","55","91"
"50","fd-38870579","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38870579.html","clean","456","46  ","2","1"," 6","1970","31100","08","48"
"51","fd-39587601","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39587601.html","clean","381","16  ",NA,NA,NA,"1908","31300","36","25"
"52","fd-39715288","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39715288.html","clean","440","29  ",NA,"1"," 1",NA,"31100","33","10"
"53","fd-39438583","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39438583.html","clean","460","16  ",NA,NA," 1","1994","31300","23","6"
"54","fd-39714574","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39714574.html","clean","460","20  ",NA,NA,NA,NA,"31000",NA,NA
"55","fd-39536935","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39536935.html","clean","475","23  ",NA,NA," 6","1970","31000","68","11"
"56","fd-39715611","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39715611.html","clean","371","21  ",NA,NA,NA,NA,"31000",NA,NA
"57","fd-39464394","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39464394.html","clean","430","37  ",NA,NA,NA,NA,"31200","30","35"
"58","fd-27381157","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-27381157.html","clean","500","31  ",NA,NA," 3",NA,"31300","56","13"
"59","fd-39518316","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39518316.html","clean","408","23  ",NA,NA," 4","2012","31500","53","5"
"60","fd-39051092","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39051092.html","clean","483","24  ",NA,NA," 1",NA,"31400","26","11"
"61","fd-39644243","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39644243.html","clean","436","20  ",NA,NA," 1","2000","31400","20","12"
"62","fd-38615382","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38615382.html","clean","500","37  ","2","1",NA,NA,"31200","94","7"
"63","fd-39680028","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39680028.html","clean","441","25  ",NA,NA," 6","1980","31400","91","21"
"64","fd-38339173","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38339173.html","clean","475","22  ",NA,NA,NA,"1900","31000",NA,NA
"65","fd-39615729","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39615729.html","clean","462","23  ",NA,"1"," 2",NA,"31000","32","23"
"66","fd-39390055","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39390055.html","clean","424","25  ",NA,NA,NA,NA,"31400","93",NA
"67","fd-39704364","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39704364.html","clean","480","19  ",NA,NA," 1",NA,"31000",NA,NA
"68","fd-35970792","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35970792.html","clean","400","20  ",NA,NA,NA,NA,"31400","50","11"
"69","fd-35970790","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35970790.html","clean","450","20  ",NA,NA,NA,NA,"31400","50","11"
"70","fd-39703967","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39703967.html","clean","426","27  ",NA,NA,NA,NA,"31500","30","20"
"71","fd-39702179","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39702179.html","clean","476","27  ",NA,NA," 3","1972","31000","19",NA
"72","fd-39629428","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39629428.html","clean","480","42  ","2","1"," 3",NA,"31200","44","8"
"73","fd-39692016","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39692016.html","clean","385","21  ",NA,NA,NA,"1949","31400","13","16"
"74","fd-38519284","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38519284.html","clean","399","21  ",NA,NA," 3",NA,"31100","86","12"
"75","fd-39581045","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39581045.html","clean","440","27  ",NA,NA," 1","1980","31100","79","12"
"76","fd-39695440","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39695440.html","clean","500","33  ","2",NA," 2",NA,"31100","11","8"
"77","fd-39011373","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39011373.html","clean","477","34  ","2","1",NA,"1999","31200","00","7"
"78","fd-39696728","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39696728.html","clean","484","24  ",NA,NA," 1","2005","31000","61","10"
"79","fd-39695635","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39695635.html","clean","475","22  ",NA,NA,NA,NA,"31000",NA,NA
"80","fd-39695350","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39695350.html","clean","499","49  ","2","1"," 4","2016","31100","37","8"
"81","fd-35688589","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35688589.html","clean","434","23  ",NA,"1",NA,NA,"31200","07","23"
"82","fd-39693491","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39693491.html","clean","460","25  ",NA,NA,NA,NA,"31300",NA,NA
"83","fd-39694217","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39694217.html","clean","410","22  ",NA,NA,NA,NA,"31300","13","37"
"84","fd-39694282","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39694282.html","clean","417","25  ",NA,NA," 3",NA,"31000","27",NA
"85","fd-39693392","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39693392.html","clean","490","33  ",NA,NA," 2",NA,"31400","04","9"
"86","fd-39692123","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39692123.html","clean","465","30  ",NA,NA,NA,"1970","31400","65","47"
"87","fd-38669325","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38669325.html","clean","499","35  ","2","1"," 4","1970","31400",NA,NA
"88","fd-39477761","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39477761.html","clean","458","32  ",NA,NA,NA,NA,"31300","09","88"
"89","fd-39692202","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39692202.html","clean","398","28  ","2",NA,NA,NA,"31100",NA,NA
"90","fd-39623714","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39623714.html","clean","480","27  ",NA,"1",NA,NA,"31400",NA,NA
"91","fd-39692201","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39692201.html","clean","497","26  ",NA,NA," 2",NA,"31000",NA,NA
"92","fd-39534068","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39534068.html","clean","500","28  ",NA,NA," 1",NA,"31300","30","30"
"93","fd-39488918","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39488918.html","clean","480","33  ","2","1"," 1",NA,"31500","40","10"
"94","fd-39194424","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39194424.html","clean","465","30  ",NA,NA,NA,NA,"31400","90","10"
"95","fd-39259337","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39259337.html","clean","470","31  ",NA,NA,NA,NA,"31200","90","10"
"96","fd-39683976","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683976.html","clean","365","16  ",NA,NA,NA,NA,"31000","50","35"
"97","fd-39683953","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683953.html","clean","500","23  ",NA,NA,NA,NA,"31500",NA,NA
"98","fd-38319187","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38319187.html","clean","495","2  ","45",NA,NA,NA,"31000","50","10"
"99","fd-39665234","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39665234.html","clean","444","21  ",NA,NA,NA,NA,"31100","30","20"
"100","fd-39683706","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683706.html","clean","426","35  ","2",NA,NA,NA,"31300",NA,NA
"101","fd-39192570","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39192570.html","clean","406","20  ",NA,NA,NA,NA,"31000","30","10"
"102","fd-39232509","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39232509.html","clean","495","20  ",NA,NA,NA,NA,"31000",NA,NA
"103","fd-39236999","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39236999.html","clean","485","32  ",NA,NA,NA,NA,"31300","50","20"
"104","fd-39354619","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39354619.html","clean","440","23  ",NA,NA,NA,NA,"31200","30","10"
"105","fd-39187419","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39187419.html","clean","480","23  ",NA,NA,NA,NA,"31500","50","35"
"106","fd-39664948","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39664948.html","clean","452","14  ",NA,NA,NA,NA,"31000",NA,NA
"107","fd-39396441","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39396441.html","clean","436","21  ",NA,NA,NA,NA,"31400","30","20"
"108","fd-39187421","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39187421.html","clean","484","22  ",NA,NA,NA,NA,"31400","30","10"
"109","fd-39683250","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683250.html","clean","451","34  ",NA,NA," 4","2012","31200","75","3"
"110","fd-39567320","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39567320.html","clean","480","20  ",NA,NA,NA,NA,"31000","30","10"
"111","fd-39475632","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39475632.html","clean","410","23  ",NA,NA,NA,NA,"31300","30","10"
"112","fd-39407572","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39407572.html","clean","345","22  ",NA,NA,NA,NA,"31000","30","35"
"113","fd-39354515","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39354515.html","clean","445","21  ",NA,NA,NA,NA,"31400","30","20"
"114","fd-35457244","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35457244.html","clean","457","29  ",NA,NA,NA,NA,"31100","50","5"
"115","fd-39670696","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39670696.html","clean","375","18  ",NA,NA,NA,NA,"31500","30","35"
"116","fd-39557307","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39557307.html","clean","399","25  ",NA,NA,NA,NA,"31000","30","80"
"119","fd-39405169","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39405169.html","clean","480","29  ",NA,NA," 3",NA,"31400","61","14"
"120","fd-39207735","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39207735.html","clean","480","31  ",NA,NA," 2","2015","31200","40","9"
"121","fd-39680547","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39680547.html","clean","386",NA,NA,NA,NA,NA,"31200",NA,NA
"122","fd-38700751","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38700751.html","clean","483","36  ",NA,NA," 2",NA,"31200","40","5"
"123","fd-38345293","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38345293.html","clean","465","26  ","2",NA,NA,NA,"31300",NA,NA
"124","fd-39680552","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39680552.html","clean","321","22  ",NA,NA," 1",NA,"31100",NA,NA
"125","fd-39680035","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39680035.html","clean","400","24  ",NA,NA," 2",NA,"31200","65","13"
"126","fd-38674115","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38674115.html","clean","446","17  ",NA,"1"," 2",NA,"31400","37","8"
"127","fd-39614693","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39614693.html","clean","450","98  ",NA,"4"," 2",NA,"31100",NA,NA
"128","fd-39479731","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39479731.html","clean","447","19  ",NA,NA," 2","1992","31300","18","7"
"129","fd-39673643","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39673643.html","clean","465","23  ",NA,NA,NA,NA,"31000","50","80"
"130","fd-39511863","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39511863.html","clean","440","20  ",NA,NA," 1","1989","31400","17","9"
"131","fd-39359018","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39359018.html","clean","418","23  ",NA,NA," 4","1970","31000","89","14"
"132","fd-39670697","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39670697.html","clean","480","30  ","2",NA,NA,NA,"31300","30","35"
"133","fd-28552220","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-28552220.html","clean","414","30  ",NA,NA," 1",NA,"31400","74","50"
"134","fd-39670430","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39670430.html","clean","395","22  ",NA,NA,NA,"1987","31500",NA,NA
"135","fd-39434373","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39434373.html","clean","390","29  ",NA,NA,NA,"2018","31100","61","5"
"136","fd-37493142","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37493142.html","clean","449","30  ",NA,NA," 2","2018","31300","59","14"
"137","fd-39311068","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39311068.html","clean","498","37  ","2","1",NA,NA,"31100","38","4"
"138","fd-38850302","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38850302.html","clean","490","42  ","2","1",NA,NA,"31100","89","8"
"139","fd-36961226","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36961226.html","clean","491","41  ","2","1",NA,NA,"31200","75","14"
"140","fd-39276462","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39276462.html","clean","460","32  ","2","1",NA,NA,"31200","87","7"
"141","fd-39276467","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39276467.html","clean","348","19  ",NA,NA,NA,NA,"31300","19","9"
"142","fd-38766170","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38766170.html","clean","464","29  ",NA,NA,NA,NA,"31000","25","15"
"143","fd-28345553","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-28345553.html","clean","454","30  ",NA,NA,NA,NA,"31000",NA,NA
"144","fd-37551073","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37551073.html","clean","437","27  ",NA,NA,NA,NA,"31400","66","85"
"145","fd-38374943","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38374943.html","clean","476","35  ",NA,NA,NA,NA,"31400","38","9"
"146","fd-38503802","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38503802.html","clean","497","37  ",NA,NA,NA,NA,"31400","64","5"
"147","fd-36242847","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36242847.html","clean","379","15  ",NA,NA,NA,NA,"31300","95","9"
"150","fd-38425637","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38425637.html","clean","471","43  ","2","1"," 1",NA,"31200","44","8"
"151","fd-38663154","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38663154.html","clean","420","20  ",NA,NA," 1","1997","31400","00","25"
"152","fd-39665188","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39665188.html","clean","440","25  ",NA,NA,NA,NA,"31400",NA,NA
"153","fd-39664563","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39664563.html","clean","492","24  ",NA,NA,NA,NA,"31000",NA,NA
"154","fd-39639647","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39639647.html","clean","400","22  ",NA,NA," 1",NA,"31000","09","10"
"155","fd-39514715","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39514715.html","clean","478","32  ",NA,NA," 2","2014","31200","39","2"
"156","fd-38896963","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38896963.html","clean","461","23  ",NA,NA," 3",NA,"31200","72","40"
"157","fd-39265097","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39265097.html","clean","463","21  ",NA,NA,NA,NA,"31000","84","8"
"158","fd-39559930","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39559930.html","clean","376","18  ",NA,NA," 2",NA,"31300","51","12"
"159","fd-37831370","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37831370.html","clean","403","18  ",NA,NA," 2",NA,"31300","39","18"
"160","fd-39559929","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39559929.html","clean","437","25  ",NA,"1"," 1",NA,"31300","73","14"
"161","fd-39661041","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39661041.html","clean","410","21  ",NA,NA," 1",NA,"31000","30","35"
"162","fd-36191716","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36191716.html","clean","453","24  ",NA,NA," 2",NA,"31500","11","49"
"163","fd-39177944","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39177944.html","clean","387","19  ",NA,NA," 1",NA,"31200","85","43"
"164","fd-39488816","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39488816.html","clean","425","27  ",NA,"1"," 1",NA,"31000","09","16"
"165","fd-39512287","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39512287.html","clean","432","24  ",NA,"1",NA,NA,"31000",NA,NA
"166","fd-37257311","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37257311.html","clean","450","33  ",NA,NA," 1",NA,"31100",NA,NA
"167","fd-39409172","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39409172.html","clean","491","29  ",NA,"1"," 1",NA,"31100","28","9"
"168","fd-39409174","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39409174.html","clean","400","23  ",NA,NA," 3","1992","31100","39","8"
"169","fd-39449545","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39449545.html","clean","410","25  ",NA,NA,NA,NA,"31000","30",NA
"170","fd-38627248","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38627248.html","clean","497","34  ",NA,NA,NA,NA,"31400","3",NA
"171","fd-38627247","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38627247.html","clean","413","31  ",NA,NA,NA,NA,"31400","42","12"
"172","fd-39638604","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39638604.html","clean","500","31  ","2",NA,NA,NA,"31000","30","10"
"173","fd-39638603","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39638603.html","clean","450","15  ",NA,NA,NA,NA,"31000","50","80"
