"","V2","FINAL_URL","Error_check","PRICE","Surface","Rooms","Bedrooms","FLOOR","BUILDTING_YEAR","LOCATION","ELECTRICITY_HEATING","GAS_HEATING"
"563","fd-39329381","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39329381.html","clean","458","22  ",NA,"1"," 2","1979","31400","66","21"
"564","fd-39560140","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39560140.html","clean","496","24  ",NA,"1"," 2","1989","31400","86","13"
"565","fd-39135898","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39135898.html","clean","460","16  ",NA,NA," 2","1945","31000",NA,"5"
"566","fd-39157258","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39157258.html","clean","496","31  ",NA,NA," 2","1986","31400","01","45"
"567","fd-39642660","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642660.html","clean","377","20  ",NA,NA," 1","1988","31400","03","12"
"568","fd-39642659","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642659.html","clean","478","31  ",NA,NA,NA,"1989","31400","77","8"
"569","fd-37331646","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37331646.html","clean","475","35  ","2","1",NA,"2001","31500","85","13"
"570","fd-38247519","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38247519.html","clean","462","30  ",NA,NA,NA,"1991","31000","21","98"
"571","fd-38709797","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38709797.html","clean","470","20  ",NA,NA," 2",NA,"31000",NA,"5"
"572","fd-39438718","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39438718.html","clean","401","19  ",NA,NA,NA,"1975","31000","03","57"
"573","fd-38994662","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38994662.html","clean","448","15  ",NA,NA," 2","1930","31500",NA,"5"
"574","fd-39688830","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39688830.html","clean","430","19  ",NA,NA," 5","1990","31000","02","13"
"575","fd-39688716","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39688716.html","clean","483","29  ",NA,NA," 2","2014","31400","99","93"
"576","fd-39733288","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39733288.html","clean","465","24  ",NA,NA," 2",NA,"31500","84","28"
"577","fd-39536359","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39536359.html","clean","498","36  ","2","1",NA,"2009","31400","78","7"
"578","fd-39513958","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39513958.html","clean","431","21  ",NA,NA," 1","1996","31000","70","10"
"579","fd-39731606","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39731606.html","clean","403","18  ",NA,NA," 2","1991","31400","74","14"
"580","fd-38994659","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38994659.html","clean","457","29  ","2","1"," 2","1900","31400",NA,"5"
"581","fd-39305621","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39305621.html","clean","447","30  ",NA,NA,NA,"1989","31400","26","9"
"582","fd-39101982","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39101982.html","clean","410","27  ",NA,NA,NA,"1930","31500",NA,"5"
"583","fd-38994661","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38994661.html","clean","474","34  ","2","1"," 2","1900","31500","67","01"
"584","fd-39704582","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39704582.html","clean","450","30  ","2","1"," 1","1930","31500","46","66"
"585","fd-39306066","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39306066.html","clean","474","24  ",NA,NA," 3","1900","31000","69","51"
"586","fd-39661238","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39661238.html","clean","421","19  ",NA,NA," 2","1900","31000",NA,"5"
"587","fd-39180411","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39180411.html","clean","459","22  ",NA,NA," 1","1985","31400","46","9"
"588","fd-39329381","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39329381.html","clean","458","22  ",NA,"1"," 2","1979","31400","66","21"
"589","fd-39560140","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39560140.html","clean","496","24  ",NA,"1"," 2","1989","31400","86","13"
"590","fd-39135898","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39135898.html","clean","460","16  ",NA,NA," 2","1945","31000",NA,"5"
"591","fd-39157258","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39157258.html","clean","496","31  ",NA,NA," 2","1986","31400","01","45"
"592","fd-39642660","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642660.html","clean","377","20  ",NA,NA," 1","1988","31400","03","12"
"593","fd-39642659","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642659.html","clean","478","31  ",NA,NA,NA,"1989","31400","77","8"
"594","fd-37331646","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37331646.html","clean","475","35  ","2","1",NA,"2001","31500","85","13"
"595","fd-38247519","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38247519.html","clean","462","30  ",NA,NA,NA,"1991","31000","21","98"
"596","fd-38709797","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38709797.html","clean","470","20  ",NA,NA," 2",NA,"31000",NA,"5"
"597","fd-39438718","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39438718.html","clean","401","19  ",NA,NA,NA,"1975","31000","03","57"
"598","fd-38994662","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38994662.html","clean","448","15  ",NA,NA," 2","1930","31500",NA,"5"
"599","fd-39688830","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39688830.html","clean","430","19  ",NA,NA," 5","1990","31000","02","13"
"600","fd-39688716","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39688716.html","clean","483","29  ",NA,NA," 2","2014","31400","99","93"
"601","fd-39733288","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39733288.html","clean","465","24  ",NA,NA," 2",NA,"31500","84","28"
"602","fd-39536359","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39536359.html","clean","498","36  ","2","1",NA,"2009","31400","78","7"
"603","fd-39513958","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39513958.html","clean","431","21  ",NA,NA," 1","1996","31000","70","10"
"604","fd-39731606","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39731606.html","clean","403","18  ",NA,NA," 2","1991","31400","74","14"
"605","fd-38994659","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38994659.html","clean","457","29  ","2","1"," 2","1900","31400",NA,"5"
"606","fd-39305621","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39305621.html","clean","447","30  ",NA,NA,NA,"1989","31400","26","9"
"607","fd-39101982","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39101982.html","clean","410","27  ",NA,NA,NA,"1930","31500",NA,"5"
"608","fd-38994661","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38994661.html","clean","474","34  ","2","1"," 2","1900","31500","67","01"
"609","fd-39704582","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39704582.html","clean","450","30  ","2","1"," 1","1930","31500","46","66"
"610","fd-39306066","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39306066.html","clean","474","24  ",NA,NA," 3","1900","31000","69","51"
"611","fd-39661238","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39661238.html","clean","421","19  ",NA,NA," 2","1900","31000",NA,"5"
"612","fd-39180411","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39180411.html","clean","459","22  ",NA,NA," 1","1985","31400","46","9"
"613","fd-39329381","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39329381.html","clean","458","22  ",NA,"1"," 2","1979","31400","66","21"
"614","fd-39560140","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39560140.html","clean","496","24  ",NA,"1"," 2","1989","31400","86","13"
"615","fd-39135898","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39135898.html","clean","460","16  ",NA,NA," 2","1945","31000",NA,"5"
"616","fd-39157258","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39157258.html","clean","496","31  ",NA,NA," 2","1986","31400","01","45"
"617","fd-39642660","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642660.html","clean","377","20  ",NA,NA," 1","1988","31400","03","12"
"618","fd-39642659","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642659.html","clean","478","31  ",NA,NA,NA,"1989","31400","77","8"
"619","fd-37331646","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37331646.html","clean","475","35  ","2","1",NA,"2001","31500","85","13"
"620","fd-38247519","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38247519.html","clean","462","30  ",NA,NA,NA,"1991","31000","21","98"
"621","fd-38709797","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38709797.html","clean","470","20  ",NA,NA," 2",NA,"31000",NA,"5"
"622","fd-39438718","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39438718.html","clean","401","19  ",NA,NA,NA,"1975","31000","03","57"
"623","fd-38994662","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38994662.html","clean","448","15  ",NA,NA," 2","1930","31500",NA,"5"
"624","fd-39688830","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39688830.html","clean","430","19  ",NA,NA," 5","1990","31000","02","13"
"625","fd-39688716","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39688716.html","clean","483","29  ",NA,NA," 2","2014","31400","99","93"
"626","fd-39733288","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39733288.html","clean","465","24  ",NA,NA," 2",NA,"31500","84","28"
"627","fd-39741675","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39741675.html","clean","774","64  ","3","2"," 1","2017","31100","78","13"
"628","fd-37824092","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37824092.html","clean","525","41  ","2","1",NA,NA,"31000",NA,NA
"629","fd-39742170","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39742170.html","clean","670","59  ","3","2"," 3","2020","31000",NA,NA
"630","fd-38582047","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38582047.html","clean","875","77  ","4","3"," 3","2012","31400","40","15"
"631","fd-37518405","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37518405.html","clean","645",NA,NA,NA,NA,NA,NA,NA,NA
"632","fd-39390662","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39390662.html","clean","561","39  ","2","1"," 3","2000",NA,"20","9"
"633","fd-38820154","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38820154.html","clean","572","40  ","2","1"," 1","2011",NA,"87","15"
"634","fd-39306261","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39306261.html","clean","952","82  ","4","3"," 2","1980",NA,"14","10"
"635","fd-38497250","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38497250.html","clean","550","31  ","2","1",NA,"1998","31400","06","17"
"636","fd-39135158","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39135158.html","clean","509","41  ","2","1"," 1","2009","31400","57","4"
"637","fd-39587568","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39587568.html","clean","598","47  ","2","1",NA,"1994","31400","09","8"
"638","fd-39135894","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39135894.html","clean","709","40  ","2","1"," 5","2000","31000","67","39"
"639","fd-39588637","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39588637.html","clean","672","46  ","2",NA," 5","2004","31400","19","9"
"640","fd-39018818","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39018818.html","clean","664","37  ","2","1"," 1","2007","31000","49","10"
"641","fd-38611162","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38611162.html","clean","597","51  ","2","1",NA,"2012","31400","40","15"
"642","fd-39135889","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39135889.html","clean","625","50  ","2","1"," 1","1986","31500","89","9"
"643","fd-39704370","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39704370.html","clean","544","44  ","2","1"," 5","1999","31400","22","9"
"644","fd-39560138","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39560138.html","clean","603","48  ","2","1",NA,"1993","31400","28","10"
"645","fd-39731607","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39731607.html","clean","504","32  ","2","1"," 3","1991","31400","60","11"
"646","fd-39157253","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39157253.html","clean","737","71  ","4","3"," 5","1970","31400","03","47"
"647","fd-39178938","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39178938.html","clean","869","76  ","3","2"," 6","1966","31500","27","18"
"648","fd-39367834","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39367834.html","clean","740","59  ","3","2"," 1","2020","31200","94","39"
"649","fd-39305619","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39305619.html","clean","717","58  ","3","2"," 3","2011","31400","39","19"
"650","fd-38923878","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38923878.html","clean","834","60  ","3","2"," 6","2013","31200","00","00"
"651","fd-39513957","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39513957.html","clean","911","70  ","3","2"," 4","2004","31500","93","8"
"652","fd-39661148","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39661148.html","clean","879","67  ","3","2",NA,"2007","31400","73","8"
"653","fd-38923878","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38923878.html","clean","834","60  ","3","2"," 6","2013","31200","00","00"
"654","fd-39449021","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39449021.html","clean","528","32  ","2","1"," 1","1987","31500","15","8"
"655","fd-37179544","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37179544.html","clean","950","63  ","3","2"," 2","1920","31000","19","51"
"656","fd-37179543","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37179543.html","clean","953","70  ","3","2"," 2","1850","31000",NA,"5"
"657","fd-38971750","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38971750.html","clean","780","62  ","3","2"," 2","1800","31000","41","26"
"658","fd-39642695","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39642695.html","clean","903","75  ","4","3"," 1","1930","31000",NA,"5"
"659","fd-39661239","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39661239.html","clean","895","44  ","3","2"," 2","1914","31000","30","7"
"660","fd-38022091","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38022091.html","clean","547","43  ","2","1"," 1","1980","31400","55","21"
"661","fd-39390915","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39390915.html","clean","503","31  ",NA,NA,NA,NA,"31400","35","46"
"662","fd-39587567","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39587567.html","clean","581","42  ","2","1"," 2","2005","31400",NA,NA
"663","fd-38659839","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38659839.html","clean","690","66  ","4","3"," 4","1970","31500","91","44"
"664","fd-37484854","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37484854.html","clean","969","96  ","5","4"," 8",NA,"31500","32","96"
"665","fd-39410255","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39410255.html","clean","791","61  ","3","2"," 3","2013","31400","39","9"
"666","fd-38127822","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38127822.html","clean","710","40  ","2","1"," 1","1900","31000","16","33"
"667","fd-38231426","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38231426.html","clean","506","35  ",NA,NA,NA,"2007","31400","27","9"
"668","fd-39410256","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39410256.html","clean","650","44  ","2","1"," 4","2015","31500",NA,"5"
"669","fd-39449302","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39449302.html","clean","563","40  ",NA,NA,NA,"2015","31000","82","13"
"670","fd-39449023","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39449023.html","clean","990","85  ","4","3",NA,"1983","31400","27","11"
"671","fd-38025480","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38025480.html","clean","667","52  ","2","1"," 2","1960","31000","26","10"
"672","fd-39057815","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39057815.html","clean","563","31  ",NA,NA," 1","1959","31000","69","40"
"673","fd-39102211","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39102211.html","clean","667","58  ","3","2"," 1","1960","31400","27","53"
"674","fd-39305620","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39305620.html","clean","691","42  ","2","1",NA,"1989","31400","25","16"
"675","fd-39439405","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39439405.html","clean","623","43  ","2","1"," 3","1990","31400","22","10"
"676","fd-39704581","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39704581.html","clean","747","61  ","3","2"," 3","2013","31500","40","9"
"677","fd-39513320","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39513320.html","clean","567","41  ","2",NA," 4","2010","31400","34","88"
"678","fd-39536360","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39536360.html","clean","515","31  ","2",NA," 4","1920","31400","39","09"
"679","fd-39135886","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39135886.html","clean","671","64  ","3","2"," 1","2012","31400","52","4"
"680","fd-30678060","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-30678060.html","clean","985","92  ","3","2"," 3","1918","31000",NA,"5"
"681","fd-39513321","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39513321.html","clean","618","34  ","2","1",NA,NA,"31400","09","3"
"682","fd-39449299","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39449299.html","clean","707","52  ","3","2"," 1",NA,"31000","70","12"
"683","fd-38022090","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38022090.html","clean","635","38  ","2","1",NA,NA,"31400","01","2"
"684","fd-39390894","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39390894.html","clean","770","62  ","3","2"," 3","2019","31500","16","21"
"685","fd-39212171","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39212171.html","clean","572","37  ","2","1"," 3","2008","31400","07","7"
"686","fd-38384563","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38384563.html","clean","759","67  ","3","2"," 2","2009","31200","47","46"
"687","fd-38609699","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38609699.html","clean","709","44  ","2",NA," 3","1996","31400","68","5"
"688","fd-39688923","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39688923.html","clean","545","55  ","2","1"," 1","1900","31200","59","82"
"689","fd-39688924","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39688924.html","clean","540","42  ","2","1"," 1","2009","31400","86","8"
"690","fd-39587565","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39587565.html","clean","519","31  ","2",NA," 1","1920","31400","43","21"
"691","fd-39740983","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39740983.html","clean","680","62  ","3","2"," 1","2018","31200","88","34"
"692","fd-39588786","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39588786.html","clean","540","38  ","2","1"," 1","2020","31500","33","25"
"693","fd-39588787","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39588787.html","clean","737","60  ","3","2"," 1","2020","31500","35","02"
"694","fd-39588784","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39588784.html","clean","725","58  ","3","2"," 1","2020","31500","77","12"
"695","fd-39588788","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39588788.html","clean","718","58  ","3","2",NA,"2020","31500","04","18"
"696","fd-39733239","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39733239.html","clean","541","43  ","2","1"," 3","2016","31200","45","10"
"697","fd-38974991","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38974991.html","clean","519","37  ","2","1",NA,NA,"31300","87","7"
"698","fd-39394592","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39394592.html","clean","611","46  ","2","1",NA,NA,"31400",NA,NA
"707","fd-36460554","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36460554.html","clean","695","60  ","3","2"," 2",NA,"31200","53","12"
"708","fd-35652068","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35652068.html","clean","585","42  ","2","1"," 3","2016","31200","46","10"
"709","fd-35567033","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35567033.html","clean","606","56  ","3","2"," 4","2011","31100","69","6"
"710","fd-39733242","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39733242.html","clean","569","44  ","2","1"," 1","2018","31300","52","12"
"711","fd-39733240","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39733240.html","clean","560","50  ","2","1"," 1","2015","31200","44","10"
"712","fd-38531297","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38531297.html","clean","580","49  ","2","1"," 2",NA,"31200","50","10"
"713","fd-39306225","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39306225.html","clean","851","79  ","4","3"," 1","2017","31400","52","12"
"714","fd-39707855","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39707855.html","clean","646","57  ","3","2"," 2","2017","31400","52","12"
"715","fd-39731701","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39731701.html","clean","529","44  ","2","1"," 1","2011","31200","86","7"
"716","fd-34563843","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-34563843.html","clean","620","52  ","2","1",NA,"2020","31100","41","96"
"717","fd-36196533","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36196533.html","clean","580","42  ","2","1"," 1","2020","31100","98","97"
"718","fd-39733179","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39733179.html","clean","745","82  ","4","3"," 1","2010","31500","44","5"
"719","fd-39207773","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39207773.html","clean","582","44  ","2","1"," 2","2014","31200","51","12"
"720","fd-39207751","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39207751.html","clean","699","65  ","3","2"," 3","2012","31200","40","10"
"721","fd-38764575","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38764575.html","clean","614","46  ","2","1",NA,"1995","31100","55","13"
"722","fd-39308535","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39308535.html","clean","558","44  ","2","1"," 2",NA,"31200","50","10"
"723","fd-39207746","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39207746.html","clean","705","63  ","3","2"," 2","2014","31200","40","10"
"724","fd-39207754","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39207754.html","clean","699","62  ","3","2"," 3","2015","31200","31","7"
"725","fd-39207778","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39207778.html","clean","724","63  ","3","2"," 1","2017","31200","40","10"
"726","fd-39486686","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39486686.html","clean","600","32  ","2","1"," 3","1975","31400","76","13"
"727","fd-39731700","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39731700.html","clean","663","67  ","3",NA,NA,"1920","31200",NA,NA
"728","fd-39427787","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39427787.html","clean","521","31  ",NA,"1"," 4",NA,"31200","82","7"
"729","fd-38994311","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38994311.html","clean","652","63  ","2",NA," 1","2003","31200","98","8"
"730","fd-39328793","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39328793.html","clean","667","61  ","3","2"," 2","2005","31200","53","92"
"731","fd-38186697","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38186697.html","clean","671","61  ","3","2"," 3","2012","31200","31","71"
"732","fd-39538056","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39538056.html","clean","640","49  ","2","1"," 4","1999","31200","87","7"
"733","fd-39640755","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39640755.html","clean","606","50  ","3","2"," 1","2001","31200",NA,NA
